word,num_syllables,syllables,stress_pattern
WEISE,1,['weise'],"[['weise', '1']]"
WEISMANN,2,"['Weis', 'mann']","[['Weis', '1'], ['mann', '0']]"
WEISS,1,['weiss'],"[['weiss', '1']]"
WEISZ,1,['weisz'],"[['weisz', '1']]"
WELBY,2,"['Wel', 'by']","[['Wel', '1'], ['by', '0']]"
WELCH,1,['Welch'],"[['Welch', '1']]"
WELCHER,2,"['welch', 'er']","[['welch', '1'], ['er', '0']]"
WELCOME,2,"['wel', 'come']","[['wel', '1'], ['come', '0']]"
WELCOMED,2,"['wel', 'comed']","[['wel', '1'], ['comed', '0']]"
WELCOMING,3,"['wel', 'com', 'ing']","[['wel', '1'], ['com', '0'], ['ing', '0']]"
WELD,1,['weld'],"[['weld', '1']]"
WELDER,2,"['weld', 'er']","[['weld', '1'], ['er', '0']]"
WELDON,2,"['Wel', 'don']","[['Wel', '1'], ['don', '0']]"
WELDS,1,['welds'],"[['welds', '1']]"
WELFARE,2,"['wel', 'fare']","[['wel', '1'], ['fare', '2']]"
WELK,1,['welk'],"[['welk', '1']]"
WELL,1,['well'],"[['well', '1']]"
WELLBEING,3,"['well', 'be', 'ing']","[['well', '2'], ['be', '1'], ['ing', '0']]"
WELLBORN,2,"['well', 'born']","[['well', '1'], ['born', '1']]"
WELLE,1,['welle'],"[['welle', '1']]"
WELLER,2,"['Wel', 'ler']","[['Wel', '1'], ['ler', '0']]"
WELLES,1,['Welles'],"[['Welles', '1']]"
WELLHEAD,2,"['well', 'head']","[['well', '1'], ['head', '2']]"
WELLINGTON,3,"['Wel', 'ling', 'ton']","[['Wel', '1'], ['ling', '0'], ['ton', '0']]"
WELLNESS,2,"['well', 'ness']","[['well', '1'], ['ness', '0']]"
WELLPOINT,2,"['well', 'point']","[['well', '1'], ['point', '2']]"
WELLS,1,['wells'],"[['wells', '1']]"
WELLSPRING,2,"['well', 'spring']","[['well', '1'], ['spring', '2']]"
WELP,1,['welp'],"[['welp', '1']]"
WELSCH,1,['welsch'],"[['welsch', '1']]"
WELSH,1,['Welsh'],"[['Welsh', '1']]"
WELT,1,['welt'],"[['welt', '1']]"
WELTE,1,['welte'],"[['welte', '1']]"
WELTER,2,"['wel', 'ter']","[['wel', '1'], ['ter', '0']]"
WELTERWEIGHT,3,"['wel', 'ter', 'weight']","[['wel', '1'], ['ter', '0'], ['weight', '2']]"
WELTY,2,"['Wel', 'ty']","[['Wel', '1'], ['ty', '0']]"
WEMBLEY,2,"['Wem', 'bley']","[['Wem', '1'], ['bley', '0']]"
WEN,1,['wen'],"[['wen', '1']]"
WEND,1,['wend'],"[['wend', '1']]"
WENDE,1,['wende'],"[['wende', '1']]"
WENDELL,2,"['Wen', 'dell']","[['Wen', '1'], ['dell', '0']]"
WENDING,2,"['wend', 'ing']","[['wend', '1'], ['ing', '0']]"
WENDS,1,['wends'],"[['wends', '1']]"
WENDY,2,"['Wen', 'dy']","[['Wen', '1'], ['dy', '0']]"
WENGE,1,['wenge'],"[['wenge', '1']]"
WENONA,3,"['We', 'no', 'na']","[['We', '1'], ['no', '0'], ['na', '0']]"
WENT,1,['went'],"[['went', '1']]"
WENTE,1,['wente'],"[['wente', '1']]"
WENTWORTH,2,"['Went', 'worth']","[['Went', '1'], ['worth', '1']]"
WENZEL,2,"['Wen', 'zel']","[['Wen', '1'], ['zel', '0']]"
WEPT,1,['wept'],"[['wept', '1']]"
WERE,1,['were'],"[['were', '0']]"
WEREWOLF,2,"['were', 'wolf']","[['were', '1'], ['wolf', '2']]"
WERK,1,['werk'],"[['werk', '1']]"
WERKE,1,['Werke'],"[['Werke', '1']]"
WERRE,1,['werre'],"[['werre', '1']]"
WERST,1,['werst'],"[['werst', '1']]"
WERT,1,['wert'],"[['wert', '1']]"
WERTH,1,['werth'],"[['werth', '1']]"
WERTHEIM,2,"['Wert', 'heim']","[['Wert', '1'], ['heim', '0']]"
WES,1,['wes'],"[['wes', '1']]"
WESLEY,2,"['Wes', 'ley']","[['Wes', '1'], ['ley', '0']]"
WESLEYAN,3,"['Wes', 'ley', 'an']","[['Wes', '1'], ['ley', '0'], ['an', '0']]"
WESP,1,['wesp'],"[['wesp', '1']]"
WESS,1,['Wess'],"[['Wess', '1']]"
WESSEX,2,"['Wes', 'sex']","[['Wes', '1'], ['sex', '0']]"
WEST,1,['west'],"[['west', '1']]"
WESTBOUND,2,"['west', 'bound']","[['west', '1'], ['bound', '2']]"
WESTER,2,"['west', 'er']","[['west', '1'], ['er', '0']]"
WESTERLY,3,"['west', 'er', 'ly']","[['west', '1'], ['er', '0'], ['ly', '0']]"
WESTERN,2,"['west', 'ern']","[['west', '1'], ['ern', '0']]"
WESTERNER,3,"['West', 'ern', 'er']","[['West', '1'], ['ern', '0'], ['er', '0']]"
WESTERNIZATION,5,"['west', 'ern', 'i', 'za', 'tion']","[['west', '2'], ['ern', '0'], ['i', '0'], ['za', '1'], ['tion', '0']]"
WESTERNIZE,3,"['west', 'ern', 'ize']","[['west', '1'], ['ern', '0'], ['ize', '2']]"
WESTERNIZED,3,"['west', 'ern', 'ized']","[['west', '1'], ['ern', '0'], ['ized', '2']]"
WESTERNMOST,3,"['west', 'ern', 'most']","[['west', '1'], ['ern', '0'], ['most', '2']]"
WESTINGHOUSE,3,"['West', 'ing', 'house']","[['West', '1'], ['ing', '0'], ['house', '2']]"
WESTLAND,2,"['West', 'land']","[['West', '1'], ['land', '0']]"
WESTLING,2,"['west', 'ling']","[['west', '1'], ['ling', '0']]"
WESTMINSTER,3,"['West', 'min', 'ster']","[['West', '2'], ['min', '1'], ['ster', '0']]"
WESTON,2,"['Wes', 'ton']","[['Wes', '1'], ['ton', '0']]"
WESTWARD,2,"['west', 'ward']","[['west', '1'], ['ward', '0']]"
WESTWARDS,2,"['west', 'wards']","[['west', '1'], ['wards', '0']]"
WET,1,['wet'],"[['wet', '1']]"
WETLAND,2,"['wet', 'land']","[['wet', '1'], ['land', '2']]"
WETNESS,2,"['wet', 'ness']","[['wet', '1'], ['ness', '0']]"
WETTER,2,"['wet', 'ter']","[['wet', '1'], ['ter', '0']]"
WETTEST,2,"['wet', 'test']","[['wet', '1'], ['test', '0']]"
WETTING,2,"['wet', 'ting']","[['wet', '1'], ['ting', '0']]"
WEY,1,['wey'],"[['wey', '1']]"
WEYMOUTH,2,"['Wey', 'mouth']","[['Wey', '1'], ['mouth', '0']]"
WHACK,1,['whack'],"[['whack', '1']]"
WHACKED,1,['whacked'],"[['whacked', '1']]"
WHACKING,2,"['whack', 'ing']","[['whack', '1'], ['ing', '0']]"
WHACKO,2,"['whack', 'o']","[['whack', '1'], ['o', '0']]"
WHACKS,1,['whacks'],"[['whacks', '1']]"
WHALE,1,['whale'],"[['whale', '1']]"
WHALER,2,"['whal', 'er']","[['whal', '1'], ['er', '0']]"
WHALES,1,['Whales'],"[['Whales', '1']]"
WHALING,2,"['whal', 'ing']","[['whal', '1'], ['ing', '0']]"
WHAM,1,['wham'],"[['wham', '1']]"
WHAMMY,2,"['wham', 'my']","[['wham', '1'], ['my', '0']]"
WHAN,1,['whan'],"[['whan', '1']]"
WHANG,1,['whang'],"[['whang', '1']]"
WHARF,1,['wharf'],"[['wharf', '1']]"
WHARTON,2,"['Whar', 'ton']","[['Whar', '1'], ['ton', '0']]"
WHAT,1,['what'],"[['what', '1']]"
WHATEVER,3,"['what', 'ev', 'er']","[['what', '2'], ['ev', '1'], ['er', '0']]"
WHATNOT,2,"['what', 'not']","[['what', '1'], ['not', '2']]"
WHATS,1,['whats'],"[['whats', '0']]"
WHATSOEVER,4,"['what', 'so', 'ev', 'er']","[['what', '2'], ['so', '0'], ['ev', '1'], ['er', '0']]"
WHEAT,1,['wheat'],"[['wheat', '1']]"
WHEATEN,2,"['wheat', 'en']","[['wheat', '1'], ['en', '0']]"
WHEATLEY,2,"['Wheat', 'ley']","[['Wheat', '1'], ['ley', '0']]"
WHEEL,1,['wheel'],"[['wheel', '1']]"
WHEELBARROW,3,"['wheel', 'bar', 'row']","[['wheel', '1'], ['bar', '2'], ['row', '0']]"
WHEELBASE,2,"['wheel', 'base']","[['wheel', '1'], ['base', '2']]"
WHEELCHAIR,2,"['wheel', 'chair']","[['wheel', '1'], ['chair', '2']]"
WHEELED,1,['wheeled'],"[['wheeled', '1']]"
WHEELER,2,"['wheel', 'er']","[['wheel', '1'], ['er', '0']]"
WHEELING,2,"['wheel', 'ing']","[['wheel', '1'], ['ing', '0']]"
WHEELS,1,['wheels'],"[['wheels', '1']]"
WHEELWRIGHT,2,"['Wheel', 'wright']","[['Wheel', '1'], ['wright', '2']]"
WHEEZE,1,['wheeze'],"[['wheeze', '1']]"
WHEEZING,2,"['wheez', 'ing']","[['wheez', '1'], ['ing', '0']]"
WHEN,1,['when'],"[['when', '1']]"
WHENCE,1,['whence'],"[['whence', '1']]"
WHENEVER,3,"['when', 'ev', 'er']","[['when', '0'], ['ev', '1'], ['er', '0']]"
WHERE,1,['where'],"[['where', '1']]"
WHEREABOUTS,3,"['where', 'a', 'bouts']","[['where', '1'], ['a', '0'], ['bouts', '2']]"
WHEREAS,2,"['where', 'as']","[['where', '0'], ['as', '1']]"
WHEREBY,2,"['where', 'by']","[['where', '0'], ['by', '1']]"
WHEREIN,2,"['where', 'in']","[['where', '0'], ['in', '1']]"
WHEREUPON,3,"['where', 'up', 'on']","[['where', '1'], ['up', '0'], ['on', '1']]"
WHEREVER,3,"['wher', 'ev', 'er']","[['wher', '0'], ['ev', '1'], ['er', '0']]"
WHEREWITHAL,3,"['where', 'with', 'al']","[['where', '1'], ['with', '0'], ['al', '2']]"
WHERRY,2,"['wher', 'ry']","[['wher', '1'], ['ry', '0']]"
WHET,1,['whet'],"[['whet', '1']]"
WHETHER,2,"['wheth', 'er']","[['wheth', '1'], ['er', '0']]"
WHETSTONE,2,"['whet', 'stone']","[['whet', '1'], ['stone', '2']]"
WHETTED,2,"['whet', 'ted']","[['whet', '1'], ['ted', '0']]"
WHEW,1,['whew'],"[['whew', '1']]"
WHEY,1,['whey'],"[['whey', '1']]"
WHICH,1,['which'],"[['which', '1']]"
WHICHEVER,3,"['which', 'ev', 'er']","[['which', '0'], ['ev', '1'], ['er', '0']]"
WHICKER,2,"['whick', 'er']","[['whick', '1'], ['er', '0']]"
WHIFF,1,['whiff'],"[['whiff', '1']]"
WHIG,1,['Whig'],"[['Whig', '1']]"
WHIGS,1,['whigs'],"[['whigs', '1']]"
WHILE,1,['while'],"[['while', '1']]"
WHILES,1,['whiles'],"[['whiles', '1']]"
WHILST,1,['whilst'],"[['whilst', '1']]"
WHIM,1,['whim'],"[['whim', '1']]"
WHIMPER,2,"['whim', 'per']","[['whim', '1'], ['per', '0']]"
WHIMS,1,['whims'],"[['whims', '1']]"
WHIMSICAL,3,"['whim', 'si', 'cal']","[['whim', '1'], ['si', '0'], ['cal', '0']]"
WHIMSY,2,"['whim', 'sy']","[['whim', '1'], ['sy', '0']]"
WHINE,1,['whine'],"[['whine', '1']]"
WHINER,2,"['whin', 'er']","[['whin', '1'], ['er', '0']]"
WHINES,1,['whines'],"[['whines', '1']]"
WHINING,2,"['whin', 'ing']","[['whin', '1'], ['ing', '0']]"
WHINY,2,"['whin', 'y']","[['whin', '1'], ['y', '0']]"
WHIP,1,['whip'],"[['whip', '1']]"
WHIPLASH,2,"['whip', 'lash']","[['whip', '1'], ['lash', '2']]"
WHIPPED,1,['whipped'],"[['whipped', '1']]"
WHIPPING,2,"['whip', 'ping']","[['whip', '1'], ['ping', '0']]"
WHIPS,1,['whips'],"[['whips', '1']]"
WHIPSAW,2,"['whip', 'saw']","[['whip', '1'], ['saw', '2']]"
WHIPSAWED,2,"['whip', 'sawed']","[['whip', '1'], ['sawed', '2']]"
WHIPSAWING,3,"['whip', 'saw', 'ing']","[['whip', '1'], ['saw', '2'], ['ing', '0']]"
WHIRL,1,['whirl'],"[['whirl', '1']]"
WHIRLED,1,['whirled'],"[['whirled', '1']]"
WHIRLING,2,"['whirl', 'ing']","[['whirl', '1'], ['ing', '0']]"
WHIRLPOOL,2,"['whirl', 'pool']","[['whirl', '1'], ['pool', '2']]"
WHIRLWIND,2,"['whirl', 'wind']","[['whirl', '1'], ['wind', '2']]"
WHIRRING,2,"['whir', 'ring']","[['whir', '1'], ['ring', '0']]"
WHISK,1,['whisk'],"[['whisk', '1']]"
WHISKED,1,['whisked'],"[['whisked', '1']]"
WHISKER,2,"['whisk', 'er']","[['whisk', '1'], ['er', '0']]"
WHISKEY,2,"['whis', 'key']","[['whis', '1'], ['key', '0']]"
WHISKEYS,2,"['whis', 'keys']","[['whis', '1'], ['keys', '0']]"
WHISKS,1,['whisks'],"[['whisks', '1']]"
WHISKY,2,"['whis', 'ky']","[['whis', '1'], ['ky', '0']]"
WHISPER,2,"['whis', 'per']","[['whis', '1'], ['per', '0']]"
WHISPERED,2,"['whis', 'pered']","[['whis', '1'], ['pered', '0']]"
WHISPERING,3,"['whis', 'per', 'ing']","[['whis', '1'], ['per', '0'], ['ing', '0']]"
WHISTLE,2,"['whis', 'tle']","[['whis', '1'], ['tle', '0']]"
WHISTLEBLOWER,4,"['whis', 'tle', 'blow', 'er']","[['whis', '1'], ['tle', '0'], ['blow', '2'], ['er', '0']]"
WHISTLED,2,"['whis', 'tled']","[['whis', '1'], ['tled', '0']]"
WHISTLER,2,"['whis', 'tler']","[['whis', '1'], ['tler', '0']]"
WHISTLING,2,"['whis', 'tling']","[['whis', '1'], ['tling', '0']]"
WHIT,1,['whit'],"[['whit', '1']]"
WHITAKER,3,"['Whit', 'a', 'ker']","[['Whit', '1'], ['a', '0'], ['ker', '0']]"
WHITE,1,['white'],"[['white', '1']]"
WHITEBREAD,2,"['white', 'bread']","[['white', '1'], ['bread', '2']]"
WHITED,2,"['whit', 'ed']","[['whit', '1'], ['ed', '0']]"
WHITEFIELD,2,"['white', 'field']","[['white', '1'], ['field', '2']]"
WHITEFISH,2,"['white', 'fish']","[['white', '1'], ['fish', '2']]"
WHITEHALL,2,"['White', 'hall']","[['White', '1'], ['hall', '2']]"
WHITEHEAD,2,"['white', 'head']","[['white', '1'], ['head', '2']]"
WHITEHORSE,2,"['white', 'horse']","[['white', '1'], ['horse', '2']]"
WHITELAW,2,"['White', 'law']","[['White', '1'], ['law', '2']]"
WHITELEY,2,"['white', 'ley']","[['white', '1'], ['ley', '0']]"
WHITELY,2,"['white', 'ly']","[['white', '1'], ['ly', '0']]"
WHITEMAN,2,"['white', 'man']","[['white', '1'], ['man', '0']]"
WHITEN,2,"['whit', 'en']","[['whit', '1'], ['en', '0']]"
WHITENESS,2,"['white', 'ness']","[['white', '1'], ['ness', '0']]"
WHITENING,3,"['whit', 'en', 'ing']","[['whit', '1'], ['en', '0'], ['ing', '0']]"
WHITER,2,"['whit', 'er']","[['whit', '1'], ['er', '0']]"
WHITES,1,['whites'],"[['whites', '1']]"
WHITESIDE,2,"['white', 'side']","[['white', '1'], ['side', '2']]"
WHITEST,2,"['whit', 'est']","[['whit', '1'], ['est', '0']]"
WHITESTONE,2,"['white', 'stone']","[['white', '1'], ['stone', '2']]"
WHITETAIL,2,"['white', 'tail']","[['white', '1'], ['tail', '2']]"
WHITEWASH,2,"['white', 'wash']","[['white', '1'], ['wash', '2']]"
WHITEWASHED,2,"['white', 'washed']","[['white', '1'], ['washed', '2']]"
WHITEWATER,3,"['white', 'wa', 'ter']","[['white', '1'], ['wa', '2'], ['ter', '0']]"
WHITEY,2,"['white', 'y']","[['white', '1'], ['y', '2']]"
WHITHER,2,"['whith', 'er']","[['whith', '1'], ['er', '0']]"
WHITING,2,"['whit', 'ing']","[['whit', '1'], ['ing', '0']]"
WHITINGS,2,"['whit', 'ings']","[['whit', '1'], ['ings', '0']]"
WHITISH,2,"['whit', 'ish']","[['whit', '1'], ['ish', '0']]"
WHITLING,2,"['whit', 'ling']","[['whit', '1'], ['ling', '0']]"
WHITLOW,2,"['whit', 'low']","[['whit', '1'], ['low', '2']]"
WHITMAN,2,"['Whit', 'man']","[['Whit', '1'], ['man', '0']]"
WHITNEY,2,"['Whit', 'ney']","[['Whit', '1'], ['ney', '0']]"
WHITSON,2,"['whit', 'son']","[['whit', '1'], ['son', '0']]"
WHITTIER,3,"['Whit', 'ti', 'er']","[['Whit', '1'], ['ti', '0'], ['er', '0']]"
WHITTINGTON,3,"['Whit', 'ting', 'ton']","[['Whit', '1'], ['ting', '0'], ['ton', '0']]"
WHITTLE,2,"['whit', 'tle']","[['whit', '1'], ['tle', '0']]"
WHITTLED,2,"['whit', 'tled']","[['whit', '1'], ['tled', '0']]"
WHITTLING,2,"['whit', 'tling']","[['whit', '1'], ['tling', '0']]"
WHIZ,1,['whiz'],"[['whiz', '1']]"
WHIZZED,1,['whizzed'],"[['whizzed', '1']]"
WHIZZING,2,"['whiz', 'zing']","[['whiz', '1'], ['zing', '0']]"
WHO,1,['who'],"[['who', '1']]"
WHOA,1,['whoa'],"[['whoa', '1']]"
WHODUNIT,3,"['who', 'dun', 'it']","[['who', '0'], ['dun', '1'], ['it', '0']]"
WHOEVER,3,"['who', 'ev', 'er']","[['who', '0'], ['ev', '1'], ['er', '0']]"
WHOLE,1,['whole'],"[['whole', '1']]"
WHOLEHEARTED,3,"['whole', 'heart', 'ed']","[['whole', '1'], ['heart', '2'], ['ed', '0']]"
WHOLEHEARTEDLY,4,"['whole', 'heart', 'ed', 'ly']","[['whole', '1'], ['heart', '0'], ['ed', '0'], ['ly', '0']]"
WHOLENESS,2,"['whole', 'ness']","[['whole', '1'], ['ness', '0']]"
WHOLES,1,['wholes'],"[['wholes', '1']]"
WHOLESALE,2,"['whole', 'sale']","[['whole', '1'], ['sale', '2']]"
WHOLESALER,3,"['whole', 'sal', 'er']","[['whole', '1'], ['sal', '2'], ['er', '0']]"
WHOLESALING,3,"['whole', 'sal', 'ing']","[['whole', '1'], ['sal', '2'], ['ing', '0']]"
WHOLESOME,2,"['whole', 'some']","[['whole', '1'], ['some', '0']]"
WHOLESOMENESS,3,"['whole', 'some', 'ness']","[['whole', '1'], ['some', '0'], ['ness', '0']]"
WHOLLY,2,"['whol', 'ly']","[['whol', '1'], ['ly', '0']]"
WHOM,1,['whom'],"[['whom', '1']]"
WHOMEVER,3,"['whom', 'ev', 'er']","[['whom', '0'], ['ev', '1'], ['er', '0']]"
WHOMSOEVER,4,"['whom', 'so', 'ev', 'er']","[['whom', '2'], ['so', '0'], ['ev', '1'], ['er', '0']]"
WHOOP,1,['whoop'],"[['whoop', '1']]"
WHOOPED,1,['whooped'],"[['whooped', '1']]"
WHOOPEE,2,"['whoop', 'ee']","[['whoop', '1'], ['ee', '1']]"
WHOOPIE,2,"['whoop', 'ie']","[['whoop', '1'], ['ie', '0']]"
WHOOPING,2,"['whoop', 'ing']","[['whoop', '1'], ['ing', '0']]"
WHOOPS,1,['whoops'],"[['whoops', '1']]"
WHOOSH,1,['whoosh'],"[['whoosh', '1']]"
WHOPPER,2,"['whop', 'per']","[['whop', '1'], ['per', '0']]"
WHOPPING,2,"['whop', 'ping']","[['whop', '1'], ['ping', '0']]"
WHORE,1,['whore'],"[['whore', '1']]"
WHOREHOUSE,2,"['whore', 'house']","[['whore', '1'], ['house', '2']]"
WHORES,1,['whores'],"[['whores', '1']]"
WHORL,1,['whorl'],"[['whorl', '1']]"
WHORLS,1,['whorls'],"[['whorls', '1']]"
WHOSE,1,['whose'],"[['whose', '1']]"
WHOSOEVER,4,"['who', 'so', 'ev', 'er']","[['who', '2'], ['so', '0'], ['ev', '1'], ['er', '0']]"
WHY,1,['why'],"[['why', '1']]"
WHYS,1,['whys'],"[['whys', '1']]"
WHYTE,1,['whyte'],"[['whyte', '1']]"
WICCA,2,"['wic', 'ca']","[['wic', '1'], ['ca', '0']]"
WICE,1,['wice'],"[['wice', '1']]"
WICH,1,['wich'],"[['wich', '1']]"
WICHITA,3,"['Wich', 'i', 'ta']","[['Wich', '1'], ['i', '0'], ['ta', '2']]"
WICK,1,['wick'],"[['wick', '1']]"
WICKED,2,"['wick', 'ed']","[['wick', '1'], ['ed', '0']]"
WICKEDLY,3,"['wick', 'ed', 'ly']","[['wick', '1'], ['ed', '0'], ['ly', '0']]"
WICKEDNESS,3,"['wick', 'ed', 'ness']","[['wick', '1'], ['ed', '0'], ['ness', '0']]"
WICKER,2,"['wick', 'er']","[['wick', '1'], ['er', '0']]"
WICKET,2,"['wick', 'et']","[['wick', '1'], ['et', '0']]"
WICKLIFFE,2,"['Wick', 'liffe']","[['Wick', '1'], ['liffe', '0']]"
WICKS,1,['wicks'],"[['wicks', '1']]"
WIDDER,2,"['wid', 'der']","[['wid', '1'], ['der', '0']]"
WIDE,1,['wide'],"[['wide', '1']]"
WIDEBODY,3,"['wide', 'bod', 'y']","[['wide', '1'], ['bod', '2'], ['y', '0']]"
WIDELY,2,"['wide', 'ly']","[['wide', '1'], ['ly', '0']]"
WIDEN,2,"['wid', 'en']","[['wid', '1'], ['en', '0']]"
WIDENER,3,"['wid', 'en', 'er']","[['wid', '1'], ['en', '0'], ['er', '0']]"
WIDENING,3,"['wid', 'en', 'ing']","[['wid', '1'], ['en', '0'], ['ing', '0']]"
WIDER,2,"['wid', 'er']","[['wid', '1'], ['er', '0']]"
WIDESPREAD,2,"['wide', 'spread']","[['wide', '1'], ['spread', '1']]"
WIDEST,2,"['wid', 'est']","[['wid', '1'], ['est', '0']]"
WIDGET,2,"['widg', 'et']","[['widg', '1'], ['et', '0']]"
WIDOW,2,"['wid', 'ow']","[['wid', '1'], ['ow', '0']]"
WIDOWER,3,"['wid', 'ow', 'er']","[['wid', '1'], ['ow', '0'], ['er', '0']]"
WIDTH,1,['width'],"[['width', '1']]"
WIDTHS,1,['widths'],"[['widths', '1']]"
WIED,1,['wied'],"[['wied', '1']]"
WIELAND,2,"['Wie', 'land']","[['Wie', '1'], ['land', '0']]"
WIELD,1,['wield'],"[['wield', '1']]"
WIELDING,2,"['wield', 'ing']","[['wield', '1'], ['ing', '0']]"
WIELDS,1,['wields'],"[['wields', '1']]"
WIENER,2,"['wie', 'ner']","[['wie', '1'], ['ner', '0']]"
WIER,1,['wier'],"[['wier', '1']]"
WIERS,1,['wiers'],"[['wiers', '1']]"
WIESBADEN,3,"['Wies', 'ba', 'den']","[['Wies', '1'], ['ba', '2'], ['den', '0']]"
WIESEL,2,"['Wie', 'sel']","[['Wie', '1'], ['sel', '0']]"
WIESENTHAL,3,"['Wie', 'sen', 'thal']","[['Wie', '1'], ['sen', '0'], ['thal', '1']]"
WIFE,1,['wife'],"[['wife', '1']]"
WIG,1,['wig'],"[['wig', '1']]"
WIGG,1,['wigg'],"[['wigg', '1']]"
WIGGLE,2,"['wig', 'gle']","[['wig', '1'], ['gle', '0']]"
WIGHT,1,['wight'],"[['wight', '1']]"
WIGMORE,2,"['Wig', 'more']","[['Wig', '1'], ['more', '0']]"
WIGS,1,['wigs'],"[['wigs', '1']]"
WIGWAM,2,"['wig', 'wam']","[['wig', '1'], ['wam', '0']]"
WIK,1,['wik'],"[['wik', '1']]"
WIKE,1,['wike'],"[['wike', '1']]"
WIL,1,['wil'],"[['wil', '1']]"
WILBUR,2,"['Wil', 'bur']","[['Wil', '1'], ['bur', '0']]"
WILD,1,['wild'],"[['wild', '1']]"
WILDCAT,2,"['wild', 'cat']","[['wild', '1'], ['cat', '2']]"
WILDCATS,2,"['wild', 'cats']","[['wild', '1'], ['cats', '2']]"
WILDCATTER,3,"['wild', 'cat', 'ter']","[['wild', '1'], ['cat', '2'], ['ter', '0']]"
WILDCATTING,3,"['wild', 'cat', 'ting']","[['wild', '1'], ['cat', '2'], ['ting', '0']]"
WILDE,1,['Wilde'],"[['Wilde', '1']]"
WILDER,2,"['wild', 'er']","[['wild', '1'], ['er', '0']]"
WILDERNESS,3,"['wil', 'der', 'ness']","[['wil', '1'], ['der', '0'], ['ness', '0']]"
WILDEST,2,"['wild', 'est']","[['wild', '1'], ['est', '0']]"
WILDFLOWER,3,"['wild', 'flow', 'er']","[['wild', '1'], ['flow', '2'], ['er', '0']]"
WILDING,2,"['wild', 'ing']","[['wild', '1'], ['ing', '0']]"
WILDLIFE,2,"['wild', 'life']","[['wild', '1'], ['life', '2']]"
WILDLY,2,"['wild', 'ly']","[['wild', '1'], ['ly', '0']]"
WILDNESS,2,"['wild', 'ness']","[['wild', '1'], ['ness', '0']]"
WILDS,1,['wilds'],"[['wilds', '1']]"
WILDWOOD,2,"['wild', 'wood']","[['wild', '1'], ['wood', '2']]"
WILE,1,['wile'],"[['wile', '1']]"
WILES,1,['wiles'],"[['wiles', '1']]"
WILEY,2,"['Wi', 'ley']","[['Wi', '1'], ['ley', '0']]"
WILFRED,2,"['Wil', 'fred']","[['Wil', '1'], ['fred', '0']]"
WILFULLY,3,"['wil', 'ful', 'ly']","[['wil', '1'], ['ful', '0'], ['ly', '0']]"
WILHELM,2,"['Wil', 'helm']","[['Wil', '1'], ['helm', '2']]"
WILING,2,"['wil', 'ing']","[['wil', '1'], ['ing', '0']]"
WILK,1,['wilk'],"[['wilk', '1']]"
WILKES,1,['Wilkes'],"[['Wilkes', '1']]"
WILKIE,2,"['Wil', 'kie']","[['Wil', '1'], ['kie', '0']]"
WILKINS,2,"['Wil', 'kins']","[['Wil', '1'], ['kins', '0']]"
WILKINSON,3,"['Wil', 'kin', 'son']","[['Wil', '1'], ['kin', '0'], ['son', '0']]"
WILL,1,['will'],"[['will', '1']]"
WILLA,2,"['Wil', 'la']","[['Wil', '1'], ['la', '0']]"
WILLAMETTE,3,"['Wil', 'lam', 'ette']","[['Wil', '0'], ['lam', '1'], ['ette', '0']]"
WILLARD,2,"['Wil', 'lard']","[['Wil', '1'], ['lard', '0']]"
WILLE,1,['Wille'],"[['Wille', '1']]"
WILLED,1,['willed'],"[['willed', '1']]"
WILLEM,2,"['Wil', 'lem']","[['Wil', '1'], ['lem', '0']]"
WILLER,2,"['will', 'er']","[['will', '1'], ['er', '0']]"
WILLES,1,['willes'],"[['willes', '1']]"
WILLET,2,"['wil', 'let']","[['wil', '1'], ['let', '0']]"
WILLETS,2,"['wil', 'lets']","[['wil', '1'], ['lets', '0']]"
WILLETTE,2,"['Will', 'ette']","[['Will', '0'], ['ette', '1']]"
WILLEY,2,"['wil', 'ley']","[['wil', '1'], ['ley', '0']]"
WILLFUL,2,"['will', 'ful']","[['will', '1'], ['ful', '0']]"
WILLFULLY,3,"['will', 'ful', 'ly']","[['will', '1'], ['ful', '0'], ['ly', '0']]"
WILLIAM,2,"['Wil', 'liam']","[['Wil', '1'], ['liam', '0']]"
WILLIAMS,2,"['Wil', 'liams']","[['Wil', '1'], ['liams', '0']]"
WILLIAMSON,3,"['Wil', 'liam', 'son']","[['Wil', '1'], ['liam', '0'], ['son', '0']]"
WILLIE,2,"['Wil', 'lie']","[['Wil', '1'], ['lie', '0']]"
WILLING,2,"['will', 'ing']","[['will', '1'], ['ing', '0']]"
WILLINGLY,3,"['will', 'ing', 'ly']","[['will', '1'], ['ing', '0'], ['ly', '0']]"
WILLINGNESS,3,"['will', 'ing', 'ness']","[['will', '1'], ['ing', '0'], ['ness', '0']]"
WILLKIE,2,"['will', 'kie']","[['will', '1'], ['kie', '0']]"
WILLOCK,2,"['wil', 'lock']","[['wil', '1'], ['lock', '0']]"
WILLOW,2,"['wil', 'low']","[['wil', '1'], ['low', '2']]"
WILLOWY,3,"['wil', 'low', 'y']","[['wil', '1'], ['low', '0'], ['y', '0']]"
WILLPOWER,3,"['will', 'pow', 'er']","[['will', '1'], ['pow', '2'], ['er', '0']]"
WILLS,1,['wills'],"[['wills', '1']]"
WILLY,2,"['Wil', 'ly']","[['Wil', '1'], ['ly', '0']]"
